Age,work_class,income,education,education_num,martal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours-per-week,native-country
47,Self-emp-not-inc,209676,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
60,Private,135403,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
42,Local-gov,132789,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,22,United-States
55,Self-emp-not-inc,241053,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
47,Self-emp-inc,204642,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
28,Self-emp-not-inc,146608,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
54,Local-gov,241472,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States
38,Private,223045,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
43,Private,139949,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
48,Local-gov,118723,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States
66,Self-emp-not-inc,158635,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
51,Local-gov,334236,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States
33,Private,221524,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,99999,0,60,United-States
39,Local-gov,166000,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
41,Local-gov,128557,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,United-States
44,Private,225717,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
38,Self-emp-inc,172058,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
43,Private,120215,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
44,Private,237163,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
38,Private,212881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States
45,Self-emp-not-inc,121080,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States
47,Private,201588,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
34,Private,283139,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
26,Local-gov,136723,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States
57,Private,162555,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
47,Local-gov,110699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States
84,Private,210125,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States
43,Private,230924,Prof-school,15,Separated,Tech-support,Not-in-family,White,Male,0,0,50,Columbia
39,Private,319777,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
49,Local-gov,155773,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
52,Private,184170,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,2559,60,United-States
51,Private,180333,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
46,Private,128407,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States
35,Private,248592,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,India
30,Local-gov,138245,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
30,Private,153279,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
59,Private,164491,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
26,Private,20000,Preschool,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,1719,40,Mexico
73,Local-gov,136410,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,Poland
49,Federal-gov,176927,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
36,State-gov,371547,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
47,Private,229617,Prof-school,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
33,Private,289118,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
34,Private,267207,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States
48,Private,205514,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
38,Private,249591,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
33,Private,173469,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
29,Private,133142,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
51,Private,279935,Doctorate,16,Divorced,Craft-repair,Not-in-family,White,Female,4787,0,60,United-States
64,Self-emp-not-inc,122541,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
27,State-gov,209345,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,China
21,Private,50143,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico
30,Private,200670,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
55,Private,164027,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
59,Private,58011,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
39,Private,136221,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,18,United-States
39,Private,136305,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2415,65,United-States
32,Self-emp-inc,288250,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
35,Self-emp-not-inc,224161,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
36,Private,253316,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,40,India
27,Private,351153,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States
45,Private,275906,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
53,Local-gov,132731,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States
63,Self-emp-inc,253939,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
37,Private,96073,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States
40,Local-gov,129145,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States
42,Private,288932,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37,Private,114131,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States
29,Federal-gov,224644,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
65,Private,297700,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
47,Private,134561,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Japan
44,Federal-gov,172728,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
49,State-gov,123391,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States
55,Local-gov,263540,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
39,Self-emp-not-inc,146762,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
50,State-gov,229123,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States
43,State-gov,306707,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States
39,Private,194993,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,47,United-States
45,Local-gov,117214,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
34,State-gov,150894,Masters,14,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States
47,Private,205486,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,99999,0,50,United-States
40,Self-emp-not-inc,265098,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44,State-gov,190091,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
30,State-gov,168060,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,10,China
47,Self-emp-not-inc,389089,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
45,Private,225376,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States
37,Private,242992,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
54,State-gov,117252,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,China
44,Self-emp-not-inc,237074,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
70,Local-gov,136371,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,7896,0,50,United-States
43,Federal-gov,129242,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44,Local-gov,217124,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
59,Local-gov,136494,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
32,Private,213387,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States
33,Federal-gov,216407,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States
53,Private,141972,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
33,State-gov,168719,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
28,Private,207714,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
33,Private,183802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States
44,Self-emp-not-inc,151128,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
48,Local-gov,131429,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,9562,0,40,United-States
32,Local-gov,177332,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
52,Self-emp-inc,302458,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,65,United-States
47,State-gov,187459,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
25,Private,146456,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,2597,0,31,United-States
50,Private,98655,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States
37,State-gov,99946,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
42,Local-gov,188935,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
27,Local-gov,126755,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
20,Private,133008,Preschool,1,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States
33,Private,203324,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States
39,Private,280272,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States
90,Private,172243,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,72,United-States
34,Private,259182,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Taiwan
28,Private,225669,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
36,State-gov,146544,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
33,Private,181802,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,15,United-States
46,Private,150996,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
48,Private,115955,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,182104,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
47,State-gov,225131,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
43,Private,146674,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States
42,Private,300473,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,36,United-States
32,Private,201636,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15024,0,50,United-States
34,Self-emp-not-inc,201072,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
47,Private,125523,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
32,Private,229787,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
31,Self-emp-inc,249159,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
46,State-gov,211031,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,55,United-States
41,Private,180449,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
34,Self-emp-not-inc,289093,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States
32,Private,194300,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
59,Private,164467,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
33,Local-gov,130895,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany
41,Private,159229,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
54,Self-emp-not-inc,173828,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States
28,Private,147726,Masters,14,Divorced,Sales,Own-child,White,Female,0,0,40,United-States
68,Private,349213,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,55,United-States
40,Private,278118,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
51,Self-emp-not-inc,138938,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States
44,Local-gov,240801,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States
37,Private,159849,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,El-Salvador
41,Local-gov,137954,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
34,Local-gov,152524,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
39,State-gov,296460,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
35,Private,240812,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States
28,Self-emp-not-inc,150657,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States
41,Private,134000,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,27828,0,35,United-States
26,Federal-gov,212212,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
50,Local-gov,187524,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
52,Private,195258,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Greece
37,Private,106527,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,40,South
52,Private,275827,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
49,Private,57482,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
41,State-gov,370660,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
49,Private,229673,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
46,Private,245732,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
36,State-gov,129228,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
26,Self-emp-not-inc,296007,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States
55,Self-emp-inc,140758,Masters,14,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States
35,Private,172786,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
45,Local-gov,194347,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,United-States
40,State-gov,133052,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,37,United-States
39,Local-gov,132102,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,43,United-States
25,Private,131611,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
40,Self-emp-inc,233988,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
58,Local-gov,152707,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
48,Self-emp-not-inc,201554,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,India
41,State-gov,155847,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
44,Private,144248,Masters,14,Separated,Sales,Unmarried,White,Female,0,0,48,United-States
43,Private,113990,Masters,14,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
53,Local-gov,130492,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
45,State-gov,121370,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
43,Local-gov,136397,Masters,14,Never-married,Tech-support,Not-in-family,Black,Female,8614,0,47,United-States
43,Private,131334,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
33,Private,355735,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
35,Private,158670,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
23,Private,129552,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States
49,Self-emp-not-inc,258443,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States
28,Private,129405,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
49,Self-emp-not-inc,156980,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,85,United-States
47,Local-gov,142501,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States
49,State-gov,135561,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
78,Private,137028,Masters,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,South
51,Local-gov,206172,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,3325,0,40,United-States
44,Private,206312,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States
38,Private,131867,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50,United-States
44,Self-emp-not-inc,274331,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
45,State-gov,219735,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,India
28,Private,159046,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,99,Philippines
44,Local-gov,141427,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
45,Private,137866,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
40,Self-emp-not-inc,313973,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
34,Private,262563,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
63,Private,127215,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
51,Local-gov,131868,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
64,State-gov,258003,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Columbia
67,Private,134827,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States
56,State-gov,328083,Doctorate,16,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2885,0,40,China
32,Private,129163,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States
61,Self-emp-not-inc,171125,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,England
63,Federal-gov,148537,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
47,Local-gov,239527,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,41,United-States
50,Self-emp-inc,170228,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United-States
42,Self-emp-not-inc,293356,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
43,Federal-gov,182349,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India
30,State-gov,231606,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,17,Taiwan
39,Private,108091,Masters,14,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China
43,Local-gov,130922,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States
47,Local-gov,116359,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
41,State-gov,213262,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
49,Self-emp-inc,147597,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States
41,Local-gov,199131,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
33,Self-emp-inc,335072,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba
32,Self-emp-inc,344334,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States
71,Private,179498,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,United-States
29,State-gov,177454,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan
43,State-gov,270999,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236,0,64,United-States
50,Local-gov,135219,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States
26,Private,138806,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
36,Private,216390,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
36,Private,79109,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
50,Self-emp-not-inc,274518,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
60,Private,71228,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
43,Self-emp-inc,289915,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States
50,State-gov,137422,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
40,Self-emp-not-inc,304369,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States
51,Federal-gov,236929,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,52,United-States
54,Private,171111,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
59,Private,78280,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic
40,State-gov,135614,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
46,Private,177917,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States
40,Private,191820,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
50,Private,148367,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
48,Self-emp-not-inc,253150,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,14084,0,63,United-States
41,Self-emp-not-inc,274316,Masters,14,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Peru
34,Private,208978,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
47,Self-emp-not-inc,287619,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
56,Private,156482,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States
25,Local-gov,145740,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States
45,State-gov,197304,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States
65,Private,259579,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,United-States
49,Private,150865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
44,Self-emp-not-inc,119852,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,United-States
39,Private,206768,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
52,Federal-gov,203114,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,United-States
48,Local-gov,184060,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
38,Private,208595,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England
51,Self-emp-not-inc,160183,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States
30,Private,312527,Prof-school,15,Divorced,Sales,Own-child,White,Male,0,0,55,United-States
46,Private,157128,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
39,Local-gov,142893,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
51,Private,184385,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States
51,Private,150800,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
35,Private,219252,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India
35,State-gov,137470,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
31,Private,244202,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
41,Local-gov,293133,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
65,Local-gov,220355,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,4,Greece
59,Private,361028,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,India
